accession	layout	r1_url	r2_url	biosample	read_count	stratum
ERR418894	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418894/ERR418894_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418894/ERR418894_2.fastq.gz	SAMEA2340411	3835907	u
ERR418897	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418897/ERR418897_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418897/ERR418897_2.fastq.gz	SAMEA2340414	2170546	u
ERR418899	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418899/ERR418899_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418899/ERR418899_2.fastq.gz	SAMEA2340416	3681095	u
ERR418902	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418902/ERR418902_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418902/ERR418902_2.fastq.gz	SAMEA2340419	3169864	u
ERR418903	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418903/ERR418903_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418903/ERR418903_2.fastq.gz	SAMEA2340420	2207712	u
ERR418905	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418905/ERR418905_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418905/ERR418905_2.fastq.gz	SAMEA2340422	2616628	u
ERR418908	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418908/ERR418908_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418908/ERR418908_2.fastq.gz	SAMEA2340425	2001627	u
ERR418913	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418913/ERR418913_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418913/ERR418913_2.fastq.gz	SAMEA2340430	1712604	u
ERR418914	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418914/ERR418914_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418914/ERR418914_2.fastq.gz	SAMEA2340431	1801140	u
ERR418915	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418915/ERR418915_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418915/ERR418915_2.fastq.gz	SAMEA2340432	1744548	u
ERR418920	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418920/ERR418920_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418920/ERR418920_2.fastq.gz	SAMEA2340437	3765491	u
ERR418922	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418922/ERR418922_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418922/ERR418922_2.fastq.gz	SAMEA2340439	3499726	u
ERR418923	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418923/ERR418923_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418923/ERR418923_2.fastq.gz	SAMEA2340440	4667499	u
ERR418926	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418926/ERR418926_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418926/ERR418926_2.fastq.gz	SAMEA2340443	2167573	u
ERR418929	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418929/ERR418929_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418929/ERR418929_2.fastq.gz	SAMEA2340446	2544149	u
ERR418930	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418930/ERR418930_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418930/ERR418930_2.fastq.gz	SAMEA2340447	2265182	u
ERR418931	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418931/ERR418931_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418931/ERR418931_2.fastq.gz	SAMEA2340448	3110966	u
ERR418932	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418932/ERR418932_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418932/ERR418932_2.fastq.gz	SAMEA2340449	2193288	u
ERR418933	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418933/ERR418933_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418933/ERR418933_2.fastq.gz	SAMEA2340450	3294656	u
ERR418934	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418934/ERR418934_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418934/ERR418934_2.fastq.gz	SAMEA2340451	2627900	u
ERR418937	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418937/ERR418937_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418937/ERR418937_2.fastq.gz	SAMEA2340454	1911949	u
ERR418940	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418940/ERR418940_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418940/ERR418940_2.fastq.gz	SAMEA2340457	3382626	u
ERR418941	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418941/ERR418941_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418941/ERR418941_2.fastq.gz	SAMEA2340458	2157836	u
ERR418942	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418942/ERR418942_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418942/ERR418942_2.fastq.gz	SAMEA2340459	2416584	u
ERR418943	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418943/ERR418943_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418943/ERR418943_2.fastq.gz	SAMEA2340460	3616849	u
ERR418944	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418944/ERR418944_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418944/ERR418944_2.fastq.gz	SAMEA2340461	4250178	u
ERR418945	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418945/ERR418945_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418945/ERR418945_2.fastq.gz	SAMEA2340462	3348472	u
ERR418949	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418949/ERR418949_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418949/ERR418949_2.fastq.gz	SAMEA2340466	4657370	u
ERR418952	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418952/ERR418952_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418952/ERR418952_2.fastq.gz	SAMEA2340469	1651504	u
ERR418953	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418953/ERR418953_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418953/ERR418953_2.fastq.gz	SAMEA2340470	1505009	u
ERR418954	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418954/ERR418954_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418954/ERR418954_2.fastq.gz	SAMEA2340471	1625312	u
ERR418955	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418955/ERR418955_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418955/ERR418955_2.fastq.gz	SAMEA2340472	1488450	u
ERR418957	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418957/ERR418957_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418957/ERR418957_2.fastq.gz	SAMEA2340474	1414015	u
ERR418962	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418962/ERR418962_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418962/ERR418962_2.fastq.gz	SAMEA2340479	2255692	u
ERR418963	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418963/ERR418963_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418963/ERR418963_2.fastq.gz	SAMEA2340480	1944839	u
ERR418964	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418964/ERR418964_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418964/ERR418964_2.fastq.gz	SAMEA2340481	1871836	u
ERR418966	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418966/ERR418966_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418966/ERR418966_2.fastq.gz	SAMEA2340483	1616192	u
ERR418968	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418968/ERR418968_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418968/ERR418968_2.fastq.gz	SAMEA2340485	1797515	u
ERR418970	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418970/ERR418970_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418970/ERR418970_2.fastq.gz	SAMEA2340487	2059768	u
ERR418971	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418971/ERR418971_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418971/ERR418971_2.fastq.gz	SAMEA2340488	1881427	u
ERR418973	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418973/ERR418973_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418973/ERR418973_2.fastq.gz	SAMEA2340490	1764470	u
ERR418974	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418974/ERR418974_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418974/ERR418974_2.fastq.gz	SAMEA2340491	1727926	u
ERR418976	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418976/ERR418976_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418976/ERR418976_2.fastq.gz	SAMEA2340493	1717581	u
ERR418979	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418979/ERR418979_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418979/ERR418979_2.fastq.gz	SAMEA2340496	1831938	u
ERR418980	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418980/ERR418980_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418980/ERR418980_2.fastq.gz	SAMEA2340497	1898687	u
ERR418984	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418984/ERR418984_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418984/ERR418984_2.fastq.gz	SAMEA2340501	1927603	u
ERR418987	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418987/ERR418987_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418987/ERR418987_2.fastq.gz	SAMEA2340504	1991159	u
ERR418989	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418989/ERR418989_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418989/ERR418989_2.fastq.gz	SAMEA2340506	1621398	u
ERR418992	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418992/ERR418992_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418992/ERR418992_2.fastq.gz	SAMEA2340509	2004795	u
ERR418994	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418994/ERR418994_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418994/ERR418994_2.fastq.gz	SAMEA2340511	1871202	u
ERR418998	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418998/ERR418998_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418998/ERR418998_2.fastq.gz	SAMEA2340515	1680288	u
ERR419001	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419001/ERR419001_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419001/ERR419001_2.fastq.gz	SAMEA2340518	1815348	u
ERR419002	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419002/ERR419002_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419002/ERR419002_2.fastq.gz	SAMEA2340519	1915530	u
ERR419004	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419004/ERR419004_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419004/ERR419004_2.fastq.gz	SAMEA2340521	1849362	u
ERR419006	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419006/ERR419006_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419006/ERR419006_2.fastq.gz	SAMEA2340523	1820703	u
ERR419008	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419008/ERR419008_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419008/ERR419008_2.fastq.gz	SAMEA2340525	1982720	u
ERR419010	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419010/ERR419010_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419010/ERR419010_2.fastq.gz	SAMEA2340527	1961030	u
ERR419011	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419011/ERR419011_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419011/ERR419011_2.fastq.gz	SAMEA2340528	2279272	u
ERR419012	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419012/ERR419012_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419012/ERR419012_2.fastq.gz	SAMEA2340529	2229517	u
ERR419013	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419013/ERR419013_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419013/ERR419013_2.fastq.gz	SAMEA2340530	1817570	u
ERR419015	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419015/ERR419015_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419015/ERR419015_2.fastq.gz	SAMEA2340532	1870653	u
ERR419019	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419019/ERR419019_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419019/ERR419019_2.fastq.gz	SAMEA2340536	2076308	u
ERR419022	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419022/ERR419022_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419022/ERR419022_2.fastq.gz	SAMEA2340539	1694105	u
ERR419023	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419023/ERR419023_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419023/ERR419023_2.fastq.gz	SAMEA2340540	1960521	u
ERR419024	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419024/ERR419024_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419024/ERR419024_2.fastq.gz	SAMEA2340541	2248454	u
ERR419025	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419025/ERR419025_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419025/ERR419025_2.fastq.gz	SAMEA2340542	1858188	u
ERR419027	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419027/ERR419027_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419027/ERR419027_2.fastq.gz	SAMEA2340544	2080256	u
ERR419028	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419028/ERR419028_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419028/ERR419028_2.fastq.gz	SAMEA2340545	2133264	u
ERR419030	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419030/ERR419030_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419030/ERR419030_2.fastq.gz	SAMEA2340547	1854101	u
ERR419035	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419035/ERR419035_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419035/ERR419035_2.fastq.gz	SAMEA2340552	1831860	u
ERR419037	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419037/ERR419037_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419037/ERR419037_2.fastq.gz	SAMEA2340554	2075739	u
ERR419038	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419038/ERR419038_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419038/ERR419038_2.fastq.gz	SAMEA2340555	1807231	u
ERR419039	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419039/ERR419039_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419039/ERR419039_2.fastq.gz	SAMEA2340556	1915521	u
ERR419040	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419040/ERR419040_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419040/ERR419040_2.fastq.gz	SAMEA2340557	1856306	u
ERR419041	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419041/ERR419041_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419041/ERR419041_2.fastq.gz	SAMEA2340558	1884430	u
ERR419042	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419042/ERR419042_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419042/ERR419042_2.fastq.gz	SAMEA2340559	1876081	u
ERR419051	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419051/ERR419051_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419051/ERR419051_2.fastq.gz	SAMEA2340568	1964390	u
ERR419052	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419052/ERR419052_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419052/ERR419052_2.fastq.gz	SAMEA2340569	1566680	u
ERR419055	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419055/ERR419055_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419055/ERR419055_2.fastq.gz	SAMEA2340572	1631766	u
ERR419056	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419056/ERR419056_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419056/ERR419056_2.fastq.gz	SAMEA2340573	1810113	u
ERR419057	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419057/ERR419057_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419057/ERR419057_2.fastq.gz	SAMEA2340574	1998708	u
ERR419059	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419059/ERR419059_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419059/ERR419059_2.fastq.gz	SAMEA2340576	1527026	u
ERR419061	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419061/ERR419061_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419061/ERR419061_2.fastq.gz	SAMEA2340578	1623584	u
ERR419062	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419062/ERR419062_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419062/ERR419062_2.fastq.gz	SAMEA2340579	2189643	u
ERR419063	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419063/ERR419063_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419063/ERR419063_2.fastq.gz	SAMEA2340580	2085309	u
ERR419065	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419065/ERR419065_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419065/ERR419065_2.fastq.gz	SAMEA2340582	2019669	u
ERR419066	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419066/ERR419066_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419066/ERR419066_2.fastq.gz	SAMEA2340583	1897160	u
ERR419067	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419067/ERR419067_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419067/ERR419067_2.fastq.gz	SAMEA2340584	2249280	u
ERR419073	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419073/ERR419073_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419073/ERR419073_2.fastq.gz	SAMEA2340590	1950491	u
ERR419076	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419076/ERR419076_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419076/ERR419076_2.fastq.gz	SAMEA2340593	2077682	u
ERR419078	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419078/ERR419078_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419078/ERR419078_2.fastq.gz	SAMEA2340595	2734385	u
ERR419081	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419081/ERR419081_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419081/ERR419081_2.fastq.gz	SAMEA2340598	3187654	u
ERR419083	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419083/ERR419083_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419083/ERR419083_2.fastq.gz	SAMEA2340600	2231468	u
ERR419087	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419087/ERR419087_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419087/ERR419087_2.fastq.gz	SAMEA2340604	2231150	u
ERR419092	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419092/ERR419092_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419092/ERR419092_2.fastq.gz	SAMEA2340609	1874273	u
ERR419093	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419093/ERR419093_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419093/ERR419093_2.fastq.gz	SAMEA2340610	2248107	u
ERR419096	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419096/ERR419096_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419096/ERR419096_2.fastq.gz	SAMEA2340613	2306306	u
ERR419100	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419100/ERR419100_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419100/ERR419100_2.fastq.gz	SAMEA2340617	2338053	u
ERR419106	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419106/ERR419106_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419106/ERR419106_2.fastq.gz	SAMEA2340623	1909623	u
ERR419108	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419108/ERR419108_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419108/ERR419108_2.fastq.gz	SAMEA2340625	2142603	u
ERR419109	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419109/ERR419109_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419109/ERR419109_2.fastq.gz	SAMEA2340626	1433558	u
ERR419110	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419110/ERR419110_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419110/ERR419110_2.fastq.gz	SAMEA2340627	2501055	u
ERR419114	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419114/ERR419114_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419114/ERR419114_2.fastq.gz	SAMEA2340631	1583868	u
ERR419115	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419115/ERR419115_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419115/ERR419115_2.fastq.gz	SAMEA2340632	1986349	u
ERR419118	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419118/ERR419118_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/ERR419118/ERR419118_2.fastq.gz	SAMEA2340635	2971915	u
