accession	layout	r1_url	r2_url
SRR3051213	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/003/SRR3051213/SRR3051213_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/003/SRR3051213/SRR3051213_2.fastq.gz
SRR3051214	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/004/SRR3051214/SRR3051214_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/004/SRR3051214/SRR3051214_2.fastq.gz
SRR3051218	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/008/SRR3051218/SRR3051218_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/008/SRR3051218/SRR3051218_2.fastq.gz
SRR3051220	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/000/SRR3051220/SRR3051220_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/000/SRR3051220/SRR3051220_2.fastq.gz
SRR3051221	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/001/SRR3051221/SRR3051221_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/001/SRR3051221/SRR3051221_2.fastq.gz
SRR3051223	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/003/SRR3051223/SRR3051223_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/003/SRR3051223/SRR3051223_2.fastq.gz
SRR3051224	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/004/SRR3051224/SRR3051224_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/004/SRR3051224/SRR3051224_2.fastq.gz
SRR3051225	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/005/SRR3051225/SRR3051225_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/005/SRR3051225/SRR3051225_2.fastq.gz
SRR3051226	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/006/SRR3051226/SRR3051226_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/006/SRR3051226/SRR3051226_2.fastq.gz
SRR3051227	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/007/SRR3051227/SRR3051227_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/007/SRR3051227/SRR3051227_2.fastq.gz
SRR3051228	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/008/SRR3051228/SRR3051228_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/008/SRR3051228/SRR3051228_2.fastq.gz
SRR3051229	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/009/SRR3051229/SRR3051229_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/009/SRR3051229/SRR3051229_2.fastq.gz
SRR3051230	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/000/SRR3051230/SRR3051230_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/000/SRR3051230/SRR3051230_2.fastq.gz
SRR3051231	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/001/SRR3051231/SRR3051231_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/001/SRR3051231/SRR3051231_2.fastq.gz
SRR3051232	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/002/SRR3051232/SRR3051232_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/002/SRR3051232/SRR3051232_2.fastq.gz
SRR3051233	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/003/SRR3051233/SRR3051233_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/003/SRR3051233/SRR3051233_2.fastq.gz
SRR3051234	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/004/SRR3051234/SRR3051234_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/004/SRR3051234/SRR3051234_2.fastq.gz
SRR3051235	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/005/SRR3051235/SRR3051235_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/005/SRR3051235/SRR3051235_2.fastq.gz
SRR3051236	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/006/SRR3051236/SRR3051236_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/006/SRR3051236/SRR3051236_2.fastq.gz
SRR3051240	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/000/SRR3051240/SRR3051240_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/000/SRR3051240/SRR3051240_2.fastq.gz
SRR3051241	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/001/SRR3051241/SRR3051241_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/001/SRR3051241/SRR3051241_2.fastq.gz
SRR3051242	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/002/SRR3051242/SRR3051242_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/002/SRR3051242/SRR3051242_2.fastq.gz
SRR3051243	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/003/SRR3051243/SRR3051243_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/003/SRR3051243/SRR3051243_2.fastq.gz
SRR3051244	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/004/SRR3051244/SRR3051244_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/004/SRR3051244/SRR3051244_2.fastq.gz
SRR3051245	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/005/SRR3051245/SRR3051245_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/005/SRR3051245/SRR3051245_2.fastq.gz
SRR3051246	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/006/SRR3051246/SRR3051246_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/006/SRR3051246/SRR3051246_2.fastq.gz
SRR3051247	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/007/SRR3051247/SRR3051247_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/007/SRR3051247/SRR3051247_2.fastq.gz
SRR3051248	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/008/SRR3051248/SRR3051248_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/008/SRR3051248/SRR3051248_2.fastq.gz
SRR3051249	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/009/SRR3051249/SRR3051249_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/009/SRR3051249/SRR3051249_2.fastq.gz
SRR3051251	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/001/SRR3051251/SRR3051251_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/001/SRR3051251/SRR3051251_2.fastq.gz
SRR3051254	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/004/SRR3051254/SRR3051254_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/004/SRR3051254/SRR3051254_2.fastq.gz
SRR3051255	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/005/SRR3051255/SRR3051255_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/005/SRR3051255/SRR3051255_2.fastq.gz
SRR3051256	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/006/SRR3051256/SRR3051256_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/006/SRR3051256/SRR3051256_2.fastq.gz
SRR3051257	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/007/SRR3051257/SRR3051257_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/007/SRR3051257/SRR3051257_2.fastq.gz
SRR3051258	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/008/SRR3051258/SRR3051258_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/008/SRR3051258/SRR3051258_2.fastq.gz
SRR3051259	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/009/SRR3051259/SRR3051259_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/009/SRR3051259/SRR3051259_2.fastq.gz
SRR30512590	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/090/SRR30512590/SRR30512590_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/090/SRR30512590/SRR30512590_2.fastq.gz
SRR3051261	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/001/SRR3051261/SRR3051261_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/001/SRR3051261/SRR3051261_2.fastq.gz
SRR30522282	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/082/SRR30522282/SRR30522282_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/082/SRR30522282/SRR30522282_2.fastq.gz
SRR30522286	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/086/SRR30522286/SRR30522286_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/086/SRR30522286/SRR30522286_2.fastq.gz
SRR30522340	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/040/SRR30522340/SRR30522340_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/040/SRR30522340/SRR30522340_2.fastq.gz
SRR30536332	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/032/SRR30536332/SRR30536332_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/032/SRR30536332/SRR30536332_2.fastq.gz
SRR30536335	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/035/SRR30536335/SRR30536335_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/035/SRR30536335/SRR30536335_2.fastq.gz
SRR30536337	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/037/SRR30536337/SRR30536337_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/037/SRR30536337/SRR30536337_2.fastq.gz
SRR30536338	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/038/SRR30536338/SRR30536338_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/038/SRR30536338/SRR30536338_2.fastq.gz
SRR30536341	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/041/SRR30536341/SRR30536341_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/041/SRR30536341/SRR30536341_2.fastq.gz
SRR30546866	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/066/SRR30546866/SRR30546866_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/066/SRR30546866/SRR30546866_2.fastq.gz
SRR30546874	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/074/SRR30546874/SRR30546874_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/074/SRR30546874/SRR30546874_2.fastq.gz
SRR30546890	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/090/SRR30546890/SRR30546890_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/090/SRR30546890/SRR30546890_2.fastq.gz
SRR30546892	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/092/SRR30546892/SRR30546892_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/092/SRR30546892/SRR30546892_2.fastq.gz
SRR30546893	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/093/SRR30546893/SRR30546893_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/093/SRR30546893/SRR30546893_2.fastq.gz
SRR30547014	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/014/SRR30547014/SRR30547014_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/014/SRR30547014/SRR30547014_2.fastq.gz
SRR30547019	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/019/SRR30547019/SRR30547019_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/019/SRR30547019/SRR30547019_2.fastq.gz
SRR30547021	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/021/SRR30547021/SRR30547021_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/021/SRR30547021/SRR30547021_2.fastq.gz
SRR30547023	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/023/SRR30547023/SRR30547023_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/023/SRR30547023/SRR30547023_2.fastq.gz
SRR30547024	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/024/SRR30547024/SRR30547024_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/024/SRR30547024/SRR30547024_2.fastq.gz
SRR30547027	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/027/SRR30547027/SRR30547027_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/027/SRR30547027/SRR30547027_2.fastq.gz
SRR30547029	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/029/SRR30547029/SRR30547029_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/029/SRR30547029/SRR30547029_2.fastq.gz
SRR30547030	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/030/SRR30547030/SRR30547030_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/030/SRR30547030/SRR30547030_2.fastq.gz
SRR30547031	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/031/SRR30547031/SRR30547031_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/031/SRR30547031/SRR30547031_2.fastq.gz
SRR30547560	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/060/SRR30547560/SRR30547560_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/060/SRR30547560/SRR30547560_2.fastq.gz
SRR30554520	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/020/SRR30554520/SRR30554520_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/020/SRR30554520/SRR30554520_2.fastq.gz
SRR30555267	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/067/SRR30555267/SRR30555267_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/067/SRR30555267/SRR30555267_2.fastq.gz
SRR30560294	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/094/SRR30560294/SRR30560294_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/094/SRR30560294/SRR30560294_2.fastq.gz
SRR30560454	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/054/SRR30560454/SRR30560454_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/054/SRR30560454/SRR30560454_2.fastq.gz
SRR30565943	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/043/SRR30565943/SRR30565943_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/043/SRR30565943/SRR30565943_2.fastq.gz
SRR30565944	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/044/SRR30565944/SRR30565944_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/044/SRR30565944/SRR30565944_2.fastq.gz
SRR30571256	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/056/SRR30571256/SRR30571256_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/056/SRR30571256/SRR30571256_2.fastq.gz
SRR3057129	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/009/SRR3057129/SRR3057129_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/009/SRR3057129/SRR3057129_2.fastq.gz
SRR3057130	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/000/SRR3057130/SRR3057130_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/000/SRR3057130/SRR3057130_2.fastq.gz
SRR30571911	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/011/SRR30571911/SRR30571911_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/011/SRR30571911/SRR30571911_2.fastq.gz
SRR30573186	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/086/SRR30573186/SRR30573186_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/086/SRR30573186/SRR30573186_2.fastq.gz
SRR30573910	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/010/SRR30573910/SRR30573910_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/010/SRR30573910/SRR30573910_2.fastq.gz
SRR30573913	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/013/SRR30573913/SRR30573913_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/013/SRR30573913/SRR30573913_2.fastq.gz
SRR30573917	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/017/SRR30573917/SRR30573917_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/017/SRR30573917/SRR30573917_2.fastq.gz
SRR30578388	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/088/SRR30578388/SRR30578388_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/088/SRR30578388/SRR30578388_2.fastq.gz
SRR30598612	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/012/SRR30598612/SRR30598612_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR305/012/SRR30598612/SRR30598612_2.fastq.gz
SRR30600108	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/008/SRR30600108/SRR30600108_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/008/SRR30600108/SRR30600108_2.fastq.gz
SRR30602939	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/039/SRR30602939/SRR30602939_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/039/SRR30602939/SRR30602939_2.fastq.gz
SRR30602941	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/041/SRR30602941/SRR30602941_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/041/SRR30602941/SRR30602941_2.fastq.gz
SRR30602942	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/042/SRR30602942/SRR30602942_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/042/SRR30602942/SRR30602942_2.fastq.gz
SRR30602944	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/044/SRR30602944/SRR30602944_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/044/SRR30602944/SRR30602944_2.fastq.gz
SRR30603477	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/077/SRR30603477/SRR30603477_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/077/SRR30603477/SRR30603477_2.fastq.gz
SRR30619562	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/062/SRR30619562/SRR30619562_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/062/SRR30619562/SRR30619562_2.fastq.gz
SRR30619563	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/063/SRR30619563/SRR30619563_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/063/SRR30619563/SRR30619563_2.fastq.gz
SRR30621244	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/044/SRR30621244/SRR30621244_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/044/SRR30621244/SRR30621244_2.fastq.gz
SRR30622711	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/011/SRR30622711/SRR30622711_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/011/SRR30622711/SRR30622711_2.fastq.gz
SRR30622713	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/013/SRR30622713/SRR30622713_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/013/SRR30622713/SRR30622713_2.fastq.gz
SRR30622715	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/015/SRR30622715/SRR30622715_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/015/SRR30622715/SRR30622715_2.fastq.gz
SRR30645790	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/090/SRR30645790/SRR30645790_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/090/SRR30645790/SRR30645790_2.fastq.gz
SRR30645800	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/000/SRR30645800/SRR30645800_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/000/SRR30645800/SRR30645800_2.fastq.gz
SRR30645911	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/011/SRR30645911/SRR30645911_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/011/SRR30645911/SRR30645911_2.fastq.gz
SRR30645914	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/014/SRR30645914/SRR30645914_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/014/SRR30645914/SRR30645914_2.fastq.gz
SRR30648970	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/070/SRR30648970/SRR30648970_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/070/SRR30648970/SRR30648970_2.fastq.gz
SRR30649465	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/065/SRR30649465/SRR30649465_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/065/SRR30649465/SRR30649465_2.fastq.gz
SRR30655756	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/056/SRR30655756/SRR30655756_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/056/SRR30655756/SRR30655756_2.fastq.gz
SRR30659026	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/026/SRR30659026/SRR30659026_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/026/SRR30659026/SRR30659026_2.fastq.gz
SRR30659027	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/027/SRR30659027/SRR30659027_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/027/SRR30659027/SRR30659027_2.fastq.gz
SRR30659414	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/014/SRR30659414/SRR30659414_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/014/SRR30659414/SRR30659414_2.fastq.gz
SRR30659419	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/019/SRR30659419/SRR30659419_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/019/SRR30659419/SRR30659419_2.fastq.gz
SRR30659421	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/021/SRR30659421/SRR30659421_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/021/SRR30659421/SRR30659421_2.fastq.gz
SRR30659431	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/031/SRR30659431/SRR30659431_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/031/SRR30659431/SRR30659431_2.fastq.gz
SRR30674851	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/051/SRR30674851/SRR30674851_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/051/SRR30674851/SRR30674851_2.fastq.gz
SRR30675845	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/045/SRR30675845/SRR30675845_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/045/SRR30675845/SRR30675845_2.fastq.gz
SRR30677188	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/088/SRR30677188/SRR30677188_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/088/SRR30677188/SRR30677188_2.fastq.gz
SRR30677196	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/096/SRR30677196/SRR30677196_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/096/SRR30677196/SRR30677196_2.fastq.gz
SRR30677220	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/020/SRR30677220/SRR30677220_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/020/SRR30677220/SRR30677220_2.fastq.gz
SRR30677964	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/064/SRR30677964/SRR30677964_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/064/SRR30677964/SRR30677964_2.fastq.gz
SRR30690129	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/029/SRR30690129/SRR30690129_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/029/SRR30690129/SRR30690129_2.fastq.gz
SRR30691443	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/043/SRR30691443/SRR30691443_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/043/SRR30691443/SRR30691443_2.fastq.gz
