sample_id	Species	ST	sample_accession
SRR24819228	Klebsiella pneumoniae	ST11	SAMN35578099
SRR24819227	Klebsiella pneumoniae	ST11	SAMN35578100
SRR24819226	Klebsiella pneumoniae	ST11	SAMN35578101
SRR24819224	Klebsiella pneumoniae	ST11	SAMN35578103
SRR24819222	Klebsiella pneumoniae	ST11	SAMN35578104
SRR24819221	Klebsiella pneumoniae	ST11	SAMN35578105
SRR24819220	Klebsiella pneumoniae	ST11	SAMN35578106
SRR24819219	Klebsiella pneumoniae	ST11	SAMN35578107
SRR24819218	Klebsiella pneumoniae	ST11	SAMN35578108
SRR24819217	Klebsiella pneumoniae	ST11	SAMN35578109
SRR24819216	Klebsiella pneumoniae	ST11	SAMN35578110
SRR24819215	Klebsiella pneumoniae	ST11	SAMN35578111
SRR24819214	Klebsiella pneumoniae	ST11	SAMN35578112
SRR24819213	Klebsiella pneumoniae	ST11	SAMN35578113
SRR24819211	Klebsiella pneumoniae	ST11	SAMN35578114
SRR24819210	Klebsiella pneumoniae	ST11	SAMN35578115
SRR24819209	Klebsiella pneumoniae	ST11	SAMN35578116
SRR24819208	Klebsiella pneumoniae	ST11	SAMN35578117
SRR24823300	Klebsiella pneumoniae	ST258	SAMN35615206
SRR24823299	Klebsiella pneumoniae	ST147	SAMN35615207
SRR24829735	Klebsiella pneumoniae	ST14	SAMN35624496
SRR24829734	Klebsiella pneumoniae	ST437	SAMN35624497
SRR24829732	Klebsiella pneumoniae	ST29	SAMN35624499
SRR24834379	Klebsiella pneumoniae	ST1451	SAMN35638207
SRR24834385	Klebsiella pneumoniae	ST307	SAMN35638208
SRR24834376	Klebsiella pneumoniae	ST307	SAMN35638214
SRR24837294	Klebsiella pneumoniae	ST307	SAMN35638221
SRR24837282	Klebsiella quasipneumoniae	ST2712	SAMN35638225
SRR24837280	Klebsiella pneumoniae	ST45	SAMN35638227
SRR24837287	Klebsiella pneumoniae	ST14	SAMN35638237
SRR24835465	Klebsiella pneumoniae	ST42	SAMN35639503
SRR24835459	Klebsiella pneumoniae	ST147	SAMN35639507
SRR24835467	Klebsiella pneumoniae	ST12-1LV	SAMN35639512
SRR24837736	Klebsiella pneumoniae	ST1449	SAMN35645251
SRR24837737	Klebsiella pneumoniae	ST964	SAMN35645252
SRR24847871	Klebsiella pneumoniae	ST147	SAMN35646700
SRR24847868	Klebsiella pneumoniae	ST147	SAMN35646703
SRR32151873	Klebsiella pneumoniae	ST133	SAMN35652174
SRR24848397	Klebsiella pneumoniae	ST37	SAMN35654472
SRR24848389	Klebsiella pneumoniae	ST37	SAMN35654473
SRR24848388	Klebsiella pneumoniae	ST37	SAMN35654474
SRR24848387	Klebsiella pneumoniae	ST37	SAMN35654475
SRR24848385	Klebsiella pneumoniae	ST37	SAMN35654477
SRR24848384	Klebsiella variicola	ST595	SAMN35654478
SRR24848383	Klebsiella pneumoniae	ST37	SAMN35654479
SRR24848382	Klebsiella pneumoniae	ST37	SAMN35654480
SRR24848380	Klebsiella pneumoniae	ST13	SAMN35654481
SRR24848379	Klebsiella pneumoniae	ST403	SAMN35654482
SRR24848378	Klebsiella pneumoniae	ST303	SAMN35654483
SRR24848377	Klebsiella pneumoniae	ST37	SAMN35654484
SRR24848376	Klebsiella pneumoniae	ST37	SAMN35654485
SRR24848374	Klebsiella pneumoniae	ST37	SAMN35654487
SRR24848373	Klebsiella pneumoniae	ST37	SAMN35654488
SRR24848372	Klebsiella pneumoniae	ST37	SAMN35654489
SRR24848371	Klebsiella pneumoniae	ST37	SAMN35654490
SRR24848369	Klebsiella pneumoniae	ST37	SAMN35654491
SRR24848368	Klebsiella pneumoniae	ST461	SAMN35654492
SRR24848367	Klebsiella pneumoniae	ST37	SAMN35654493
SRR24848366	Klebsiella pneumoniae	ST2793	SAMN35654494
SRR24848365	Klebsiella pneumoniae	ST37	SAMN35654495
SRR24848364	Klebsiella pneumoniae	ST3073	SAMN35654496
SRR24848363	Klebsiella pneumoniae	ST37	SAMN35654497
SRR24848362	Klebsiella pneumoniae	ST37	SAMN35654498
SRR24848361	Klebsiella pneumoniae	ST37	SAMN35654499
SRR24848360	Klebsiella pneumoniae	ST12	SAMN35654500
SRR24848358	Klebsiella variicola	ST4182-3LV	SAMN35654501
SRR24848357	Klebsiella pneumoniae	ST354-1LV	SAMN35654502
SRR24848356	Klebsiella pneumoniae	ST37	SAMN35654503
SRR24848391	Klebsiella pneumoniae	ST34	SAMN35654576
SRR24857179	Klebsiella pneumoniae	ST219	SAMN35657303
SRR24866319	Klebsiella pneumoniae	ST307-1LV	SAMN35664498
SRR24866318	Klebsiella pneumoniae	ST16	SAMN35664499
SRR24878707	Klebsiella pneumoniae	ST147	SAMN35679731
SRR24878705	Klebsiella pneumoniae	ST258	SAMN35679733
SRR24883210	Klebsiella pneumoniae	ST307	SAMN35685244
SRR24885598	Klebsiella pneumoniae	ST15	SAMN35687201
SRR24887003	Klebsiella pneumoniae	ST147	SAMN35687757
SRR24887002	Klebsiella pneumoniae	ST147	SAMN35687758
SRR24886994	Klebsiella pneumoniae	ST37	SAMN35687761
SRR24886997	Klebsiella pneumoniae	ST147	SAMN35687771
SRR24897988	Klebsiella pneumoniae	ST15	SAMN35715389
SRR28820084	Klebsiella quasipneumoniae	ST138	SAMN35719108
SRR28820074	Klebsiella pneumoniae	ST147	SAMN35719109
SRR28820073	Klebsiella pneumoniae	ST147	SAMN35719110
SRR24907492	Klebsiella pneumoniae	ST1308	SAMN35724174
SRR28901315	Klebsiella pneumoniae	ST15	SAMN35732536
SRR28901313	Klebsiella pneumoniae	ST15	SAMN35732537
SRR28901309	Klebsiella pneumoniae	ST15	SAMN35732538
SRR28901302	Klebsiella pneumoniae	ST15	SAMN35732540
SRR28901301	Klebsiella pneumoniae	ST11	SAMN35732544
SRR28901300	Klebsiella pneumoniae	ST11	SAMN35732548
SRR28901296	Klebsiella pneumoniae	ST464	SAMN35732550
SRR28901308	Klebsiella pneumoniae	ST147	SAMN35732553
SRR28901299	Klebsiella pneumoniae	ST14	SAMN35732554
SRR28901317	Klebsiella pneumoniae	ST231	SAMN35732555
SRR28901314	Klebsiella pneumoniae	ST15	SAMN35732556
SRR28901310	Klebsiella pneumoniae	ST15	SAMN35732557
SRR28901307	Klebsiella pneumoniae	ST15	SAMN35732558
SRR28901318	Klebsiella pneumoniae	ST15	SAMN35732560
SRR28901329	Klebsiella quasipneumoniae	ST625	SAMN35732565
SRR24916080	Klebsiella pneumoniae	ST147-1LV	SAMN35733010
SRR24916084	Klebsiella pneumoniae	ST147-1LV	SAMN35733028
SRR25161753	Klebsiella pneumoniae	ST2938	SAMN35734376
SRR25161742	Klebsiella pneumoniae	ST3458	SAMN35734379
SRR25161741	Klebsiella pneumoniae	ST414	SAMN35734380
SRR25161738	Klebsiella pneumoniae	ST497-1LV	SAMN35734383
SRR25161750	Klebsiella pneumoniae	ST219	SAMN35734387
SRR24918647	Klebsiella pneumoniae	ST147	SAMN35735500
SRR24919171	Klebsiella pneumoniae	ST258	SAMN35735587
SRR24919163	Klebsiella pneumoniae	ST37	SAMN35735594
SRR24919169	Klebsiella pneumoniae	ST147	SAMN35735597
SRR25005758	Klebsiella pneumoniae	ST395	SAMN35735599
SRR25005711	Klebsiella pneumoniae	ST307	SAMN35735606
SRR25005741	Klebsiella pneumoniae	ST258	SAMN35735623
SRR25005740	Klebsiella pneumoniae	ST258	SAMN35735624
SRR25005739	Klebsiella pneumoniae	ST395	SAMN35735625
SRR25005732	Klebsiella pneumoniae	ST147	SAMN35735631
SRR24927655	Klebsiella pneumoniae	ST307	SAMN35743181
SRR24927885	Klebsiella pneumoniae	ST16	SAMN35743513
SRR24938633	Klebsiella pneumoniae	ST466	SAMN35758143
SRR24962304	Klebsiella pneumoniae	ST337	SAMN35767229
SRR24962336	Klebsiella pneumoniae	ST54	SAMN35767243
SRR24962326	Klebsiella pneumoniae	ST188	SAMN35767252
SRR24951910	Klebsiella pneumoniae	ST1917	SAMN35768942
SRR24951866	Klebsiella pneumoniae	ST65	SAMN35768944
SRR24951908	Klebsiella variicola	ST357	SAMN35768961
SRR24951904	Klebsiella pneumoniae	ST37	SAMN35768965
SRR24951903	Klebsiella pneumoniae	ST107	SAMN35768966
SRR24951902	Klebsiella pneumoniae	ST17	SAMN35768967
SRR24951901	Klebsiella pneumoniae	ST2603	SAMN35768968
SRR24951879	Klebsiella pneumoniae	ST280	SAMN35768969
SRR24951875	Klebsiella pneumoniae	ST322	SAMN35768971
SRR24951871	Klebsiella pneumoniae	ST268	SAMN35768975
SRR24951869	Klebsiella pneumoniae	ST268	SAMN35768977
SRR24951868	Klebsiella pneumoniae	ST873	SAMN35768978
SRR24951852	Klebsiella pneumoniae	ST873	SAMN35768992
SRR24951851	Klebsiella pneumoniae	ST268	SAMN35768993
SRR24951843	Klebsiella pneumoniae	ST873	SAMN35769000
SRR24951842	Klebsiella pneumoniae	ST709	SAMN35769001
SRR24951838	Klebsiella pneumoniae	ST261	SAMN35769005
SRR24951837	Klebsiella pneumoniae	ST107	SAMN35769006
SRR24951828	Klebsiella pneumoniae	ST458	SAMN35769014
SRR24951975	Klebsiella pneumoniae	ST1873	SAMN35769049
SRR24951964	Klebsiella pneumoniae	ST261	SAMN35769059
SRR24951962	Klebsiella pneumoniae	ST730	SAMN35769060
SRR24951961	Klebsiella variicola	ST710	SAMN35769061
SRR24951944	Klebsiella pneumoniae	ST1043	SAMN35769077
SRR24951943	Klebsiella pneumoniae	ST17	SAMN35769078
SRR24951942	Klebsiella pneumoniae	ST17	SAMN35769079
SRR24951486	Klebsiella pneumoniae	ST395	SAMN35775781
SRR32280977	Klebsiella pneumoniae	ST231	SAMN35791034
SRR32280975	Klebsiella pneumoniae	ST1119	SAMN35791035
SRR32280976	Klebsiella pneumoniae	ST17	SAMN35791036
SRR24958249	Klebsiella pneumoniae	ST855	SAMN35791182
SRR24961235	Klebsiella pneumoniae	ST234	SAMN35795099
SRR24967178	Klebsiella pneumoniae	ST334-1LV	SAMN35798078
SRR24968882	Klebsiella pneumoniae	ST231	SAMN35801867
SRR24968879	Klebsiella pneumoniae	ST307	SAMN35801870
SRR24973989	Klebsiella pneumoniae	ST258	SAMN35809640
SRR24973981	Klebsiella pneumoniae	ST20	SAMN35809644
SRR24973998	Klebsiella pneumoniae	ST253	SAMN35809649
SRR24973996	Klebsiella pneumoniae	ST258	SAMN35809651
SRR24973994	Klebsiella pneumoniae	ST377	SAMN35809653
SRR24973992	Klebsiella pneumoniae	ST2426	SAMN35809655
SRR24973991	Klebsiella pneumoniae	ST219	SAMN35809656
SRR24973990	Klebsiella pneumoniae	ST2108	SAMN35809657
SRR24973986	Klebsiella pneumoniae	ST37	SAMN35809660
SRR25008004	Klebsiella pneumoniae	ST11-1LV	SAMN35811326
SRR25008003	Klebsiella pneumoniae	ST11	SAMN35811327
SRR25008002	Klebsiella pneumoniae	ST11	SAMN35811328
SRR25008000	Klebsiella pneumoniae	ST11	SAMN35811330
SRR24982034	Klebsiella pneumoniae	ST11	SAMN35820180
SRR24982023	Klebsiella pneumoniae	ST147	SAMN35820181
SRR24982018	Klebsiella pneumoniae	ST1026-2LV	SAMN35820185
SRR24982017	Klebsiella pneumoniae	ST147	SAMN35820186
SRR24982016	Klebsiella pneumoniae	ST147	SAMN35820187
SRR24982015	Klebsiella pneumoniae	ST1026-2LV	SAMN35820188
SRR24982029	Klebsiella pneumoniae	ST147	SAMN35820193
SRR24982028	Klebsiella pneumoniae	ST147	SAMN35820194
SRR24982027	Klebsiella quasipneumoniae	ST3129-2LV	SAMN35820195
SRR24982026	Klebsiella pneumoniae	ST147	SAMN35820196
SRR24982025	Klebsiella pneumoniae	ST147	SAMN35820197
SRR24982024	Klebsiella pneumoniae	ST348	SAMN35820198
SRR24982022	Klebsiella pneumoniae	ST147	SAMN35820199
SRR24987563	Klebsiella pneumoniae	ST2248	SAMN35823534
SRR24988601	Klebsiella pneumoniae	ST17	SAMN35827884
SRR24988600	Klebsiella pneumoniae	ST16	SAMN35827885
SRR24988597	Klebsiella pneumoniae	ST16	SAMN35827888
SRR24988596	Klebsiella pneumoniae	ST502	SAMN35827889
SRR24992683	Klebsiella pneumoniae	ST101	SAMN35840534
SRR24994094	Klebsiella pneumoniae	ST147	SAMN35841704
SRR24994100	Klebsiella pneumoniae	ST14	SAMN35841710
SRR24994412	Klebsiella pneumoniae	ST493	SAMN35842485
SRR24994390	Klebsiella pneumoniae	ST493	SAMN35842486
SRR24994401	Klebsiella pneumoniae	ST493	SAMN35842487
SRR24994405	Klebsiella pneumoniae	ST493	SAMN35842488
SRR24994406	Klebsiella pneumoniae	ST493	SAMN35842489
SRR24994407	Klebsiella pneumoniae	ST493	SAMN35842490
SRR24994408	Klebsiella pneumoniae	ST493	SAMN35842491
SRR24994409	Klebsiella pneumoniae	ST493	SAMN35842492
SRR24994410	Klebsiella pneumoniae	ST493	SAMN35842493
SRR24994411	Klebsiella pneumoniae	ST493-1LV	SAMN35842494
SRR24994391	Klebsiella pneumoniae	ST493	SAMN35842495
SRR24994392	Klebsiella pneumoniae	ST493	SAMN35842496
SRR24994393	Klebsiella pneumoniae	ST493	SAMN35842497
SRR24994394	Klebsiella pneumoniae	ST493-1LV	SAMN35842498
SRR24994395	Klebsiella pneumoniae	ST493	SAMN35842499
SRR24994396	Klebsiella pneumoniae	ST493	SAMN35842500
SRR24994397	Klebsiella pneumoniae	ST493	SAMN35842501
SRR24994398	Klebsiella pneumoniae	ST493-2LV	SAMN35842502
SRR24994399	Klebsiella pneumoniae	ST493	SAMN35842503
SRR24994400	Klebsiella pneumoniae	ST493	SAMN35842504
SRR24994402	Klebsiella pneumoniae	ST493	SAMN35842505
SRR24994403	Klebsiella pneumoniae	ST493	SAMN35842506
SRR24994404	Klebsiella pneumoniae	ST493	SAMN35842507
SRR24999018	Klebsiella pneumoniae	ST14	SAMN35845403
SRR24999017	Klebsiella pneumoniae	ST14	SAMN35845404
SRR24999016	Klebsiella pneumoniae	ST2497	SAMN35845405
SRR24999015	Klebsiella pneumoniae	ST2497	SAMN35845406
SRR24999014	Klebsiella pneumoniae	ST2497	SAMN35845407
SRR24999013	Klebsiella pneumoniae	ST2497	SAMN35845408
SRR24999012	Klebsiella pneumoniae	ST437	SAMN35845409
SRR24999011	Klebsiella pneumoniae	ST2096	SAMN35845410
SRR24999010	Klebsiella pneumoniae	ST2497	SAMN35845411
SRR24999009	Klebsiella pneumoniae	ST16	SAMN35845412
SRR25161732	Klebsiella variicola	ST2078-2LV	SAMN35877329
SRR25161728	Klebsiella pneumoniae	ST147	SAMN35877341
SRR25006854	Klebsiella pneumoniae	ST37	SAMN35880164
SRR25006853	Klebsiella pneumoniae	ST307	SAMN35880165
SRR25028185	Klebsiella variicola	ST2006	SAMN35990857
SRR25030885	Klebsiella pneumoniae	ST570	SAMN35991910
SRR25030884	Klebsiella pneumoniae	ST570-2LV	SAMN35991911
SRR25030873	Klebsiella pneumoniae	ST45	SAMN35991912
SRR25030862	Klebsiella pneumoniae	ST43	SAMN35991913
SRR25030851	Klebsiella pneumoniae	ST43	SAMN35991914
SRR25030840	Klebsiella pneumoniae	ST43	SAMN35991915
SRR25030818	Klebsiella pneumoniae	ST20	SAMN35991917
SRR25030807	Klebsiella pneumoniae	ST380	SAMN35991918
SRR25030796	Klebsiella pneumoniae	ST16-1LV	SAMN35991919
SRR25030882	Klebsiella pneumoniae	ST16	SAMN35991921
SRR25030881	Klebsiella pneumoniae	ST16	SAMN35991922
SRR25030880	Klebsiella pneumoniae	ST86	SAMN35991923
SRR25030879	Klebsiella pneumoniae	ST152	SAMN35991924
SRR25030878	Klebsiella pneumoniae	ST403	SAMN35991925
SRR25030877	Klebsiella pneumoniae	ST660	SAMN35991926
SRR25030876	Klebsiella pneumoniae	ST147	SAMN35991927
SRR25030875	Klebsiella pneumoniae	ST893	SAMN35991928
SRR25030874	Klebsiella pneumoniae	ST48	SAMN35991929
SRR25030872	Klebsiella pneumoniae	ST29	SAMN35991930
SRR25030869	Klebsiella pneumoniae	ST297-2LV	SAMN35991933
SRR25030868	Klebsiella pneumoniae	ST23	SAMN35991934
SRR25030867	Klebsiella pneumoniae	ST11	SAMN35991935
SRR25030866	Klebsiella pneumoniae	ST420	SAMN35991936
SRR25030865	Klebsiella pneumoniae	ST48	SAMN35991937
SRR25030864	Klebsiella pneumoniae	ST2096	SAMN35991938
SRR25030863	Klebsiella pneumoniae	ST16	SAMN35991939
SRR25030861	Klebsiella pneumoniae	ST16	SAMN35991940
SRR25030859	Klebsiella pneumoniae	ST29	SAMN35991942
SRR25030858	Klebsiella pneumoniae	ST16-1LV	SAMN35991943
SRR25030857	Klebsiella pneumoniae	ST11	SAMN35991944
SRR25030856	Klebsiella pneumoniae	ST16	SAMN35991945
SRR25030855	Klebsiella pneumoniae	ST23	SAMN35991946
SRR25030854	Klebsiella pneumoniae	ST11	SAMN35991947
SRR25030853	Klebsiella pneumoniae	ST147	SAMN35991948
SRR25030852	Klebsiella pneumoniae	ST437	SAMN35991949
SRR25030850	Klebsiella pneumoniae	ST23	SAMN35991950
SRR25030849	Klebsiella pneumoniae	ST15	SAMN35991951
SRR25030848	Klebsiella pneumoniae	ST11	SAMN35991952
SRR25030847	Klebsiella pneumoniae	ST11	SAMN35991953
SRR25030846	Klebsiella pneumoniae	ST392	SAMN35991954
SRR25030845	Klebsiella pneumoniae	ST48	SAMN35991955
SRR25030844	Klebsiella pneumoniae	ST968	SAMN35991956
SRR25030843	Klebsiella pneumoniae	ST45	SAMN35991957
SRR25030842	Klebsiella pneumoniae	ST277	SAMN35991958
SRR25030841	Klebsiella pneumoniae	ST29	SAMN35991959
SRR25030839	Klebsiella pneumoniae	ST661	SAMN35991960
SRR25030838	Klebsiella pneumoniae	ST340	SAMN35991961
SRR25030837	Klebsiella pneumoniae	ST20	SAMN35991962
SRR25030835	Klebsiella pneumoniae	ST200	SAMN35991964
SRR25030834	Klebsiella pneumoniae	ST16	SAMN35991965
SRR25030833	Klebsiella pneumoniae	ST101	SAMN35991966
SRR25030832	Klebsiella pneumoniae	ST23	SAMN35991967
SRR25030831	Klebsiella pneumoniae	ST437	SAMN35991968
SRR25030830	Klebsiella pneumoniae	ST87	SAMN35991969
SRR25030828	Klebsiella pneumoniae	ST23	SAMN35991970
SRR25030827	Klebsiella pneumoniae	ST11	SAMN35991971
SRR25030826	Klebsiella pneumoniae	ST23	SAMN35991972
SRR25030824	Klebsiella pneumoniae	ST15	SAMN35991974
SRR25030823	Klebsiella pneumoniae	ST716	SAMN35991975
SRR25030822	Klebsiella pneumoniae	ST86	SAMN35991976
SRR25030821	Klebsiella pneumoniae	ST572	SAMN35991977
SRR25030819	Klebsiella pneumoniae	ST101	SAMN35991979
SRR25030817	Klebsiella pneumoniae	ST48	SAMN35991980
SRR25030816	Klebsiella pneumoniae	ST1292-1LV	SAMN35991981
SRR25030815	Klebsiella pneumoniae	ST45	SAMN35991982
SRR25030814	Klebsiella pneumoniae	ST490	SAMN35991983
SRR25030813	Klebsiella pneumoniae	ST268	SAMN35991984
SRR25030812	Klebsiella pneumoniae	ST11	SAMN35991985
SRR25030811	Klebsiella pneumoniae	ST147	SAMN35991986
SRR25030810	Klebsiella pneumoniae	ST11	SAMN35991987
SRR25030809	Klebsiella pneumoniae	ST11	SAMN35991988
SRR25030808	Klebsiella pneumoniae	ST219	SAMN35991989
SRR25030806	Klebsiella pneumoniae	ST281	SAMN35991990
SRR25030805	Klebsiella pneumoniae	ST14-2LV	SAMN35991991
SRR25030803	Klebsiella pneumoniae	ST1444	SAMN35991993
SRR25030802	Klebsiella pneumoniae	ST105	SAMN35991994
SRR25030801	Klebsiella pneumoniae	ST147	SAMN35991995
SRR25030800	Klebsiella pneumoniae	ST1564	SAMN35991996
SRR25030799	Klebsiella pneumoniae	ST3113	SAMN35991997
SRR25030798	Klebsiella pneumoniae	ST43	SAMN35991998
SRR25030795	Klebsiella pneumoniae	ST16	SAMN35992000
SRR25030794	Klebsiella pneumoniae	ST48	SAMN35992001
SRR25030792	Klebsiella pneumoniae	ST2882	SAMN35992003
SRR25030791	Klebsiella pneumoniae	ST16	SAMN35992004
SRR25030790	Klebsiella pneumoniae	ST16	SAMN35992005
SRR25030788	Klebsiella pneumoniae	ST15	SAMN35992007
SRR25034597	Klebsiella pneumoniae	ST45	SAMN35995158
SRR25034596	Klebsiella pneumoniae	ST405	SAMN35995159
SRR25034594	Klebsiella pneumoniae	ST307	SAMN35995160
SRR25034593	Klebsiella pneumoniae	ST348	SAMN35995161
SRR25034592	Klebsiella pneumoniae	ST42	SAMN35995162
SRR25034591	Klebsiella pneumoniae	ST1373	SAMN35995163
SRR25034590	Klebsiella pneumoniae	ST433	SAMN35995164
SRR25034589	Klebsiella pneumoniae	ST86-1LV	SAMN35995165
SRR25034588	Klebsiella pneumoniae	ST465	SAMN35995166
SRR25034587	Klebsiella pneumoniae	ST23	SAMN35995167
SRR25034595	Klebsiella pneumoniae	ST234	SAMN35995168
SRR25035125	Klebsiella pneumoniae	ST628	SAMN35995862
SRR25035119	Klebsiella pneumoniae	ST11	SAMN35995876
SRR25035483	Klebsiella pneumoniae	ST147-1LV	SAMN35996125
SRR25035486	Klebsiella pneumoniae	ST11	SAMN35996138
SRR25038184	Klebsiella pneumoniae	ST423	SAMN36000561
SRR25038182	Klebsiella pneumoniae	ST147	SAMN36000563
SRR25038180	Klebsiella pneumoniae	ST219	SAMN36000565
SRR25038177	Klebsiella pneumoniae	ST661	SAMN36000568
SRR25050521	Klebsiella pneumoniae	ST147-1LV	SAMN36019583
SRR25050543	Klebsiella pneumoniae	ST147-1LV	SAMN36019589
SRR25050542	Klebsiella pneumoniae	ST147-1LV	SAMN36019590
SRR25050527	Klebsiella pneumoniae	ST147-1LV	SAMN36019604
SRR25057979	Klebsiella pneumoniae	ST20	SAMN36021264
SRR25073676	Klebsiella variicola	ST1050	SAMN36074183
SRR25099271	Klebsiella pneumoniae	ST307	SAMN36082926
SRR25099256	Klebsiella pneumoniae	ST307	SAMN36082928
SRR25099270	Klebsiella pneumoniae	ST641	SAMN36082935
SRR25099262	Klebsiella pneumoniae	ST307	SAMN36082943
SRR25084104	Klebsiella pneumoniae	ST42	SAMN36110381
SRR25083692	Klebsiella pneumoniae	ST4288	SAMN36140200
SRR25098383	Klebsiella pneumoniae	ST16	SAMN36175571
SRR25109693	Klebsiella pneumoniae	ST39	SAMN36266735
SRR25133204	Klebsiella pneumoniae	ST258	SAMN36293136
SRR25133202	Klebsiella pneumoniae	ST258	SAMN36293138
SRR25133201	Klebsiella pneumoniae	ST348	SAMN36293139
SRR25146553	Klebsiella pneumoniae	ST321	SAMN36306337
SRR25146552	Klebsiella pneumoniae	ST258	SAMN36306338
SRR25146550	Klebsiella pneumoniae	ST2670-1LV	SAMN36306340
SRR25146549	Klebsiella pneumoniae	ST11	SAMN36306341
SRR25146548	Klebsiella pneumoniae	ST378-1LV	SAMN36306342
SRR25146547	Klebsiella pneumoniae	ST628	SAMN36306343
SRR25161473	Klebsiella pneumoniae	ST219	SAMN36329880
SRR25161472	Klebsiella pneumoniae	ST219	SAMN36329881
SRR25161471	Klebsiella pneumoniae	ST231	SAMN36329882
SRR25161465	Klebsiella pneumoniae	ST219	SAMN36329888
SRR25179267	Klebsiella pneumoniae	ST512	SAMN36337496
SRR25179266	Klebsiella pneumoniae	ST512	SAMN36337497
SRR25179265	Klebsiella pneumoniae	ST512	SAMN36337498
SRR25179264	Klebsiella pneumoniae	ST512	SAMN36337499
SRR25179263	Klebsiella pneumoniae	ST512	SAMN36337500
SRR25176404	Klebsiella pneumoniae	ST147	SAMN36340093
SRR25176411	Klebsiella pneumoniae	ST147-1LV	SAMN36340102
SRR25176861	Klebsiella quasipneumoniae	ST196	SAMN36340833
SRR25176850	Klebsiella pneumoniae	ST307	SAMN36340843
SRR25176849	Klebsiella pneumoniae	ST258	SAMN36340844
SRR25176848	Klebsiella pneumoniae	ST13	SAMN36340845
SRR25176846	Klebsiella pneumoniae	ST3712	SAMN36340846
SRR25176845	Klebsiella pneumoniae	ST3712	SAMN36340847
SRR25176844	Klebsiella pneumoniae	ST278-2LV	SAMN36340848
SRR25176843	Klebsiella pneumoniae	ST258	SAMN36340849
SRR25176842	Klebsiella pneumoniae	ST307	SAMN36340850
SRR25176841	Klebsiella pneumoniae	ST784	SAMN36340851
SRR25176839	Klebsiella pneumoniae	ST784	SAMN36340852
SRR25176837	Klebsiella pneumoniae	ST784	SAMN36340853
SRR25176836	Klebsiella pneumoniae	ST37	SAMN36340854
SRR25176835	Klebsiella pneumoniae	ST784	SAMN36340855
SRR25176833	Klebsiella pneumoniae	ST950	SAMN36340856
SRR25176832	Klebsiella pneumoniae	ST258	SAMN36340857
SRR25176831	Klebsiella pneumoniae	ST25	SAMN36340858
SRR25176830	Klebsiella pneumoniae	ST147	SAMN36340859
SRR25176829	Klebsiella pneumoniae	ST16	SAMN36340860
SRR25176828	Klebsiella pneumoniae	ST16	SAMN36340861
SRR25176827	Klebsiella pneumoniae	ST147	SAMN36340862
SRR25176826	Klebsiella pneumoniae	ST231	SAMN36340863
SRR25177969	Klebsiella pneumoniae	ST307	SAMN36342641
SRR25177909	Klebsiella pneumoniae	ST4239	SAMN36342695
SRR25177908	Klebsiella pneumoniae	ST258	SAMN36342696
SRR25177907	Klebsiella pneumoniae	ST4239	SAMN36342697
SRR25185834	Klebsiella pneumoniae	ST258	SAMN36356761
SRR25185832	Klebsiella pneumoniae	ST1552	SAMN36356763
SRR25186283	Klebsiella pneumoniae	ST152	SAMN36357081
SRR25186279	Klebsiella pneumoniae	ST152	SAMN36357085
SRR25213415	Klebsiella pneumoniae	ST16-1LV	SAMN36381350
SRR25223450	Klebsiella pneumoniae	ST348	SAMN36396346
SRR25232406	Klebsiella pneumoniae	ST219	SAMN36404983
SRR25232405	Klebsiella pneumoniae	ST258	SAMN36404984
SRR25338097	Klebsiella pneumoniae	ST885	SAMN36410250
SRR25338007	Klebsiella pneumoniae	ST20	SAMN36410268
SRR25337893	Klebsiella pneumoniae	ST16	SAMN36410272
SRR25337848	Klebsiella pneumoniae		SAMN36410279
SRR25337814	Klebsiella pneumoniae	ST29	SAMN36410282
SRR25337806	Klebsiella pneumoniae	ST34	SAMN36410285
SRR25337800	Klebsiella pneumoniae	ST231	SAMN36410290
SRR25337776	Klebsiella pneumoniae	ST34	SAMN36410312
SRR25337920	Klebsiella pneumoniae	ST841-1LV	SAMN36410331
SRR25337906	Klebsiella pneumoniae	ST477	SAMN36410344
SRR25337901	Klebsiella pneumoniae	ST526	SAMN36410349
SRR25338091	Klebsiella pneumoniae	ST11	SAMN36410353
SRR25338057	Klebsiella pneumoniae	ST661	SAMN36410384
SRR25338054	Klebsiella pneumoniae	ST307	SAMN36410387
