sample_accession	run_accession	aws_url
SAMN24021068	SRR17303596	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021068.fa.gz
SAMN24021069	SRR17303595	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021069.fa.gz
SAMN24021071	SRR17303593	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021071.fa.gz
SAMN24021072	SRR17303591	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021072.fa.gz
SAMN24021073	SRR17303590	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021073.fa.gz
SAMN24021074	SRR17303589	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021074.fa.gz
SAMN24021075	SRR17303588	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021075.fa.gz
SAMN24021080	SRR17304431	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021080.fa.gz
SAMN24021082	SRR17304428	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021082.fa.gz
SAMN24021084	SRR17304426	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021084.fa.gz
SAMN24021087	SRR17304423	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021087.fa.gz
SAMN24021088	SRR17304422	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021088.fa.gz
SAMN24021089	SRR17304421	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021089.fa.gz
SAMN24021090	SRR17304420	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021090.fa.gz
SAMN24021091	SRR17304419	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021091.fa.gz
SAMN24021092	SRR17304417	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021092.fa.gz
SAMN24021094	SRR17304415	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021094.fa.gz
SAMN24021095	SRR17304414	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021095.fa.gz
SAMN24021099	SRR17304410	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021099.fa.gz
SAMN24021101	SRR17304408	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021101.fa.gz
SAMN24021103	SRR17304405	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021103.fa.gz
SAMN24021104	SRR17304404	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021104.fa.gz
SAMN24021105	SRR17304403	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021105.fa.gz
SAMN24021106	SRR17304402	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021106.fa.gz
SAMN24021107	SRR17304401	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021107.fa.gz
SAMN24021108	SRR17304400	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021108.fa.gz
SAMN24021109	SRR17303871	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021109.fa.gz
SAMN24021111	SRR17303869	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021111.fa.gz
SAMN24021117	SRR17303862	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021117.fa.gz
SAMN24021120	SRR17303859	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021120.fa.gz
SAMN24021121	SRR17303858	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021121.fa.gz
SAMN24021122	SRR17303856	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021122.fa.gz
SAMN24021124	SRR17303854	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021124.fa.gz
SAMN24021126	SRR17303852	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021126.fa.gz
SAMN24021127	SRR17303851	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021127.fa.gz
SAMN24021128	SRR17303850	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021128.fa.gz
SAMN24021129	SRR17303849	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021129.fa.gz
SAMN24021132	SRR17303844	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021132.fa.gz
SAMN24021133	SRR17303843	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021133.fa.gz
SAMN24021135	SRR17303841	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021135.fa.gz
SAMN24021140	SRR17303580	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021140.fa.gz
SAMN24021141	SRR17303579	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021141.fa.gz
SAMN24021143	SRR17303576	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021143.fa.gz
SAMN24021145	SRR17303574	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021145.fa.gz
SAMN24021146	SRR17303573	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021146.fa.gz
SAMN24021148	SRR17303571	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021148.fa.gz
SAMN24021149	SRR17303570	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021149.fa.gz
SAMN24021151	SRR17303568	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021151.fa.gz
SAMN24021154	SRR17303564	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021154.fa.gz
SAMN24021157	SRR17303561	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021157.fa.gz
SAMN24021159	SRR17303559	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021159.fa.gz
SAMN24021162	SRR17303555	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021162.fa.gz
SAMN24021164	SRR17303553	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021164.fa.gz
SAMN24021166	SRR17304015	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021166.fa.gz
SAMN24021168	SRR17304013	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021168.fa.gz
SAMN24021171	SRR17304010	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021171.fa.gz
SAMN24021173	SRR17304007	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021173.fa.gz
SAMN24021175	SRR17304005	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021175.fa.gz
SAMN24021177	SRR17304003	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021177.fa.gz
SAMN24021178	SRR17304002	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021178.fa.gz
SAMN24021179	SRR17304001	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021179.fa.gz
SAMN24021186	SRR17303993	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021186.fa.gz
SAMN24021187	SRR17303992	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021187.fa.gz
SAMN24021188	SRR17303991	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021188.fa.gz
SAMN24021190	SRR17303989	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021190.fa.gz
SAMN24021191	SRR17303988	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021191.fa.gz
SAMN24021192	SRR17303986	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021192.fa.gz
SAMN24021198	SRR17303836	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021198.fa.gz
SAMN24021199	SRR17303835	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021199.fa.gz
SAMN24021200	SRR17303834	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021200.fa.gz
SAMN24021202	SRR17303831	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021202.fa.gz
SAMN24021203	SRR17303830	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021203.fa.gz
SAMN24021204	SRR17303829	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021204.fa.gz
SAMN24021205	SRR17303828	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021205.fa.gz
SAMN24021206	SRR17303827	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021206.fa.gz
SAMN24021209	SRR17303824	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021209.fa.gz
SAMN24021212	SRR17303820	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021212.fa.gz
SAMN24021215	SRR17303817	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021215.fa.gz
SAMN24021218	SRR17303814	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021218.fa.gz
SAMN24021219	SRR17303813	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021219.fa.gz
SAMN24021224	SRR17304023	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021224.fa.gz
SAMN24021228	SRR17304019	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021228.fa.gz
SAMN24021229	SRR17304018	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24021229.fa.gz
SAMN24106150	SRR17241370	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24106150.fa.gz
SAMN24144980	SRR17250624	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24144980.fa.gz
SAMN24144981	SRR17250623	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24144981.fa.gz
SAMN24144982	SRR17250622	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24144982.fa.gz
SAMN24144983	SRR17250621	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24144983.fa.gz
SAMN24144984	SRR17250619	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24144984.fa.gz
SAMN24144985	SRR17250618	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24144985.fa.gz
SAMN24145009	SRR17250592	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145009.fa.gz
SAMN24145010	SRR17250591	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145010.fa.gz
SAMN24145011	SRR17250590	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145011.fa.gz
SAMN24145012	SRR17250589	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145012.fa.gz
SAMN24145033	SRR17250566	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145033.fa.gz
SAMN24145041	SRR17250557	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145041.fa.gz
SAMN24145042	SRR17250556	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145042.fa.gz
SAMN24145043	SRR17250555	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145043.fa.gz
SAMN24145044	SRR17250553	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145044.fa.gz
SAMN24145045	SRR17250552	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145045.fa.gz
SAMN24145046	SRR17250551	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145046.fa.gz
SAMN24145047	SRR17250550	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145047.fa.gz
SAMN24145048	SRR17250549	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145048.fa.gz
SAMN24145049	SRR17250548	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145049.fa.gz
SAMN24145050	SRR17250547	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145050.fa.gz
SAMN24145054	SRR17250666	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145054.fa.gz
SAMN24145070	SRR17250649	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24145070.fa.gz
SAMN24219469	SRR17273927	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219469.fa.gz
SAMN24219470	SRR17273926	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219470.fa.gz
SAMN24219471	SRR17273915	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219471.fa.gz
SAMN24219472	SRR17273909	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219472.fa.gz
SAMN24219473	SRR17273908	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219473.fa.gz
SAMN24219474	SRR17273907	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219474.fa.gz
SAMN24219475	SRR17273906	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219475.fa.gz
SAMN24219476	SRR17273905	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219476.fa.gz
SAMN24219477	SRR17273904	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219477.fa.gz
SAMN24219478	SRR17273903	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219478.fa.gz
SAMN24219479	SRR17273925	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219479.fa.gz
SAMN24219480	SRR17273924	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219480.fa.gz
SAMN24219481	SRR17273923	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219481.fa.gz
SAMN24219482	SRR17273922	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219482.fa.gz
SAMN24219483	SRR17273921	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219483.fa.gz
SAMN24219484	SRR17273920	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219484.fa.gz
SAMN24219485	SRR17273919	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219485.fa.gz
SAMN24219487	SRR17273917	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219487.fa.gz
SAMN24219488	SRR17273916	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219488.fa.gz
SAMN24219489	SRR17273914	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219489.fa.gz
SAMN24219490	SRR17273913	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219490.fa.gz
SAMN24219491	SRR17273912	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219491.fa.gz
SAMN24219492	SRR17273911	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219492.fa.gz
SAMN24219493	SRR17273910	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24219493.fa.gz
SAMN24252797	SRR17282459	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24252797.fa.gz
SAMN24256182	SRR17285063	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24256182.fa.gz
SAMN24256183	SRR17285062	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24256183.fa.gz
SAMN24256184	SRR17285056	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24256184.fa.gz
SAMN24256185	SRR17285055	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24256185.fa.gz
SAMN24256192	SRR17285061	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24256192.fa.gz
SAMN24291854	SRR17303126	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24291854.fa.gz
SAMN24292872	SRR17303548	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24292872.fa.gz
SAMN24292873	SRR17303547	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24292873.fa.gz
SAMN24292874	SRR17303546	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24292874.fa.gz
SAMN24296857	SRR17308748	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296857.fa.gz
SAMN24296858	SRR17309021	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296858.fa.gz
SAMN24296859	SRR17308506	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296859.fa.gz
SAMN24296860	SRR17308491	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296860.fa.gz
SAMN24296861	SRR17308592	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296861.fa.gz
SAMN24296863	SRR17308762	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296863.fa.gz
SAMN24296866	SRR17308747	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296866.fa.gz
SAMN24296868	SRR17308725	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296868.fa.gz
SAMN24296869	SRR17308714	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296869.fa.gz
SAMN24296871	SRR17308692	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296871.fa.gz
SAMN24296874	SRR17308543	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296874.fa.gz
SAMN24296876	SRR17309020	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296876.fa.gz
SAMN24296877	SRR17309009	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296877.fa.gz
SAMN24296879	SRR17308891	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296879.fa.gz
SAMN24296882	SRR17308666	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296882.fa.gz
SAMN24296883	SRR17308655	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296883.fa.gz
SAMN24296884	SRR17308528	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296884.fa.gz
SAMN24296886	SRR17309005	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296886.fa.gz
SAMN24296889	SRR17308876	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296889.fa.gz
SAMN24296891	SRR17308854	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296891.fa.gz
SAMN24296892	SRR17308651	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296892.fa.gz
SAMN24296893	SRR17308640	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296893.fa.gz
SAMN24296896	SRR17308490	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296896.fa.gz
SAMN24296900	SRR17308946	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296900.fa.gz
SAMN24296901	SRR17308839	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296901.fa.gz
SAMN24296905	SRR17308603	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296905.fa.gz
SAMN24296909	SRR17308442	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296909.fa.gz
SAMN24296910	SRR17308803	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296910.fa.gz
SAMN24296911	SRR17308792	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296911.fa.gz
SAMN24296912	SRR17308441	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296912.fa.gz
SAMN24296913	SRR17308430	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296913.fa.gz
SAMN24296916	SRR17308928	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296916.fa.gz
SAMN24296917	SRR17308917	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296917.fa.gz
SAMN24296919	SRR17308769	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296919.fa.gz
SAMN24296920	SRR17308768	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296920.fa.gz
SAMN24296923	SRR17308765	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296923.fa.gz
SAMN24296924	SRR17308764	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296924.fa.gz
SAMN24296929	SRR17308758	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296929.fa.gz
SAMN24296930	SRR17308757	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296930.fa.gz
SAMN24296931	SRR17308756	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296931.fa.gz
SAMN24296932	SRR17308755	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296932.fa.gz
SAMN24296933	SRR17308754	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296933.fa.gz
SAMN24296939	SRR17308587	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296939.fa.gz
SAMN24296941	SRR17308585	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296941.fa.gz
SAMN24296943	SRR17308583	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296943.fa.gz
SAMN24296946	SRR17308579	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296946.fa.gz
SAMN24296947	SRR17308578	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296947.fa.gz
SAMN24296949	SRR17308576	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296949.fa.gz
SAMN24296950	SRR17308575	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296950.fa.gz
SAMN24296952	SRR17308573	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296952.fa.gz
SAMN24296953	SRR17308572	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296953.fa.gz
SAMN24296954	SRR17308571	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296954.fa.gz
SAMN24296955	SRR17308570	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296955.fa.gz
SAMN24296957	SRR17308745	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296957.fa.gz
SAMN24296959	SRR17308743	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296959.fa.gz
SAMN24296960	SRR17308742	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296960.fa.gz
SAMN24296961	SRR17308741	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296961.fa.gz
SAMN24296963	SRR17308739	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296963.fa.gz
SAMN24296964	SRR17308738	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296964.fa.gz
SAMN24296965	SRR17308737	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296965.fa.gz
SAMN24296972	SRR17308729	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296972.fa.gz
SAMN24296974	SRR17308727	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296974.fa.gz
SAMN24296976	SRR17308724	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296976.fa.gz
SAMN24296977	SRR17308723	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296977.fa.gz
SAMN24296979	SRR17308721	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296979.fa.gz
SAMN24296980	SRR17308720	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296980.fa.gz
SAMN24296982	SRR17308718	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296982.fa.gz
SAMN24296990	SRR17308709	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296990.fa.gz
SAMN24296994	SRR17308705	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296994.fa.gz
SAMN24296995	SRR17308704	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296995.fa.gz
SAMN24296996	SRR17308702	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296996.fa.gz
SAMN24296997	SRR17308701	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296997.fa.gz
SAMN24296998	SRR17308700	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24296998.fa.gz
SAMN24297001	SRR17308697	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297001.fa.gz
SAMN24297005	SRR17308693	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297005.fa.gz
SAMN24297006	SRR17308691	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297006.fa.gz
SAMN24297010	SRR17308687	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297010.fa.gz
SAMN24297012	SRR17308569	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297012.fa.gz
SAMN24297013	SRR17308568	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297013.fa.gz
SAMN24297021	SRR17308559	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297021.fa.gz
SAMN24297023	SRR17308557	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297023.fa.gz
SAMN24297030	SRR17308549	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297030.fa.gz
SAMN24297031	SRR17308548	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297031.fa.gz
SAMN24297032	SRR17308547	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297032.fa.gz
SAMN24297035	SRR17308544	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297035.fa.gz
SAMN24297036	SRR17308542	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297036.fa.gz
SAMN24297038	SRR17308540	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297038.fa.gz
SAMN24297039	SRR17308539	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN24297039.fa.gz
